name,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,review_scores_rating
Double Room - Room Only,Deans Village,Boutique hotel,Private room,2,1,1,1,90,80
Double Room - Full Scottish Breakfast,Deans Village,Boutique hotel,Private room,2,1,1,1,110,NA
Executive Double Room - Continental Breakfast,Deans Village,Boutique hotel,Private room,4,1,1,2,130,NA
Executive Double Room - Room Only,Deans Village,Boutique hotel,Private room,4,1,1,2,120,NA
"A super 1-bedroom flat, the city on your doorstep",Great Junction Street,Apartment,Entire home/apt,4,1,1,2,78,100
Junior Suite - Room Only,Deans Village,Boutique hotel,Private room,2,1,1,2,150,NA
Executive Double Room - Full Scottish Breakfast,Deans Village,Boutique hotel,Private room,4,1,1,2,140,NA
Junior Suite - Full Scottish Breakfast,Deans Village,Boutique hotel,Private room,2,1,1,2,174,NA
Junior Suite - Continental Breakfast,Deans Village,Boutique hotel,Private room,2,1,1,2,155,NA
"Charming, central Edinburgh flat off Leith Walk",South Leith,Apartment,Shared room,4,1,1,3,50,100
Stylish bright 2 bed flat with city centre parking,Tollcross,Apartment,Entire home/apt,4,2,2,2,200,NA
Haymarket Caledonian Apartment,Dalry and Fountainbridge,Apartment,Entire home/apt,5,1,3,3,150,NA
"Modern Apartment 2 bedroom, 2 bathroom & Parking","Gracemount, Southhouse and Burdiehouse",Apartment,Entire home/apt,4,2,2,2,60,100
Second floor Haymarket apt with private parking,Dalry and Fountainbridge,Apartment,Entire home/apt,4,1.5,2,2,80,98
Comfortable City Centre Flat - Perfect Fringe Base,Newington and Dalkeith Road,Apartment,Entire home/apt,5,1,3,3,80,97
"A vintage , luxurious and friendly holiday home.","Blackford, West Mains and Mayfield Road",Condominium,Entire home/apt,6,2,2,3,200,100
ROOM with good transport and nice area,Stenhouse and Saughton Mains,Apartment,Private room,2,1,1,1,35,94
Montgomery Apartments - Crighton,Leith (Albert Street),Apartment,Entire home/apt,5,1,2,4,300,100
Large room with sea view and off-street parking,Granton and Royston Mains,House,Private room,2,1,1,2,65,97
"Modern apartment by the sea, Newhaven.",Western Harbour and Leith Docks,Apartment,Private room,2,1,1,1,45,80
"Nicolson Square, Old Town, 2 Bedroom Apartment","Canongate, Southside and Dumbiedykes",Apartment,Entire home/apt,4,1,2,2,80,90
"Stunning, modern flat in central Edinburgh",Broughton North and Powderhall,Apartment,Entire home/apt,4,1,1,2,90,100
"Home from home, two bed apartment in Stockbridge",Stockbridge,Apartment,Entire home/apt,4,1,2,2,120,NA
Fantastic location Lux Apt in Edinburgh's New Town,New Town West,Apartment,Entire home/apt,4,3,2,2,250,NA
Light Double Bedroom in the top of Leith,Leith (Albert Street),Apartment,Private room,2,1.5,1,1,85,NA
Quad Room- Room Only,Deans Village,Boutique hotel,Private room,4,1,1,2,120,NA
Quad Room - Full Scottish Breakfast,Deans Village,Boutique hotel,Private room,4,1,1,2,150,NA
Quad Room - Continental Breakfast,Deans Village,Boutique hotel,Private room,4,1,1,2,130,NA
Single Room- Full Scottish Breakfast,Deans Village,Boutique hotel,Private room,1,1,1,1,95,NA
Single - Continental Breakfast,Deans Village,Boutique hotel,Private room,1,1,1,1,85,NA
Single Room - Room Only,Deans Village,Boutique hotel,Private room,1,1,1,1,75,NA
Triple Room - Continental Breakfast,Deans Village,Boutique hotel,Private room,3,1,1,2,150,NA
Triple Room - Room Only,Deans Village,Boutique hotel,Private room,3,1,1,2,140,NA
Twin Room - Room Only,Deans Village,Boutique hotel,Private room,2,1,1,1,95,NA
Triple Room - Full Scottish Breakafast,Deans Village,Boutique hotel,Private room,3,1,1,2,140,NA
Central Bright 3 Bed Flat. Pool & Secure Parking,Dalry and Fountainbridge,Apartment,Entire home/apt,6,1,3,3,87,100
Bright single room in charming Morningside,Morningside,Apartment,Private room,1,1,1,1,45,NA
Lovely New Town 2-bedroom Flat with Fireplace,Canonmills and New Town North,Apartment,Entire home/apt,4,1.5,2,2,85,100
5 Double Bedroom Marchmont Apt by Meadows Park,Marchmont West,Apartment,Entire home/apt,10,2,5,5,140,70
Stylish Modern Ground Floor Edinburgh Apartment,The Inch,Apartment,Entire home/apt,4,1,2,2,110,100
"Room in a central, women only, vegan family home",The Grange,Apartment,Private room,2,1,1,1,55,NA
"2 Bed apt. in Trinity, easy access to City Centre",Trinity,Apartment,Entire home/apt,3,1,2,2,70,100
Beautiful Minimalistic Studio Apartment in Central,Meadows and Southside,Apartment,Entire home/apt,2,1,1,1,179,100
"Private Bedroom with en-suite, close to Haymarket",Deans Village,Apartment,Private room,2,1,1,1,50,100
Cosy Box Room with Double Bed and Desk,Marchmont West,Apartment,Private room,1,1,1,1,30,96
Double room in between Edinburgh city and airport,Colinton and Kingsknowe,Apartment,Private room,3,1,1,2,30,100
"Warm, Stylish & Bright 2bd w responsive hosts :)",Gorgie West,Apartment,Entire home/apt,4,1,2,2,55,97
Twin Room - Continental Breakfast,Deans Village,Boutique hotel,Private room,2,1,1,1,100,NA
Twin Room - Full Scottish Breakfast,Deans Village,Boutique hotel,Private room,2,1,1,1,114,NA
Lovely 1-bedroom Apt in the Heart of Stockbridge,Stockbridge,Apartment,Entire home/apt,6,1,1,3,109,90
Three double bedroom apartment newly refurbished,South Leith,Apartment,Entire home/apt,6,1,3,3,125,NA
"Light double room in a quiet, central street",Stockbridge,Apartment,Private room,2,1,1,1,40,NA
The Lego Room - South East Edinburgh,Craigmillar,House,Private room,1,1,1,1,15,NA
Quiet 2 bed flat in the heart of Edinburgh,Stenhouse and Saughton Mains,Apartment,Entire home/apt,4,1,2,2,51,92
Entire 2 bed house Murrayfield,Balgreen and Roseburn,House,Entire home/apt,4,2,2,2,100,NA
Quaint and spacious flat with peaceful terrace,East Craigs North,Apartment,Entire home/apt,6,1,2,4,100,100
Ground Floor 2 bed in Traditional Tenement,Gorgie East,Apartment,Entire home/apt,3,2,2,2,39,98
Luxury Apartment in Heart of Stockbridge,New Town West,Apartment,Entire home/apt,2,1,1,1,95,NA
Beautiful Suite Haymarket,Deans Village,Apartment,Private room,2,1,1,1,45,91
The Broomhouse Residence,Broomhouse and Bankhead,Apartment,Entire home/apt,8,1,4,4,3484,NA
The Caledonian Road Residence,Dalry and Fountainbridge,Apartment,Entire home/apt,6,1,2,2,158,NA
Modern 2BR Home on the Royal Mile! (5 guests),"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,5,1,2,3,100,100
Spacious 3-bedroom home with castle views!,"Inverleith, Goldenacre and Warriston",Apartment,Entire home/apt,6,2,3,5,110,100
Pretty Garden Flat in Edinburgh’s Central New Town,New Town East and Gayfield,Apartment,Entire home/apt,6,2,3,3,125,97
Large Luxury Apartment,The Grange,Apartment,Entire home/apt,16,2,4,21,1000,NA
Modern 3 bedroom flat in city centre,Tollcross,Apartment,Entire home/apt,8,2,3,6,250,96
Stylish two bedroom apartment in Bellevue,New Town East and Gayfield,Apartment,Entire home/apt,4,1,2,2,120,100
Spacious two bed close to Stockbridge with parking,"Craigleith, Orchard Brae and Crewe Toll",Apartment,Entire home/apt,4,2,2,2,110,NA
Gilmore Place- Group Apartment,Bruntsfield,Apartment,Entire home/apt,14,2,3,10,900,NA
Comfortable Twin Haymarket,Deans Village,Apartment,Private room,2,1,1,2,34,84
Well-presented two Bedroom flat in Bruntsfield,Bruntsfield,Apartment,Entire home/apt,4,1,2,2,120,NA
✔2Bedrooms ✔Ensuite ✔Family Friendly ✔Parking ✔Bus,Willowbrae and Duddingston Village,Apartment,Entire home/apt,5,2,2,4,70,84
City Centre Apartment close to Princess Street.,Tollcross,Apartment,Entire home/apt,4,1,1,2,71,100
Spacious Room with Stunning View,Trinity,Apartment,Private room,2,1,1,1,50,100
Spacious modern bedroom near city centre,Liberton West and Braid Hills,House,Private room,2,1,1,1,35,95
Central 1BR apartment in the heart of the city,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,4,1,1,2,1000,95
Edinburgh Accommodation with free parking,Craiglockhart,Guesthouse,Entire home/apt,4,1,2,4,80,100
Beautiful Travelers Apartment - Salmond Place,Meadowbank and Abbeyhill North,Apartment,Entire home/apt,4,1,1,2,65,93
Charming town centre flat with private garden& BBQ,New Town East and Gayfield,Apartment,Entire home/apt,6,2,3,3,230,100
Spacious & Cosy Apartment in lovely Stockbridge,Stockbridge,Apartment,Entire home/apt,2,1,1,1,180,NA
Victorian bright and spacious Stockbridge flat :),Stockbridge,Apartment,Entire home/apt,4,1,2,2,48,100
"Second Floor  5 bedroom flat, Old Town, Edinburgh","Canongate, Southside and Dumbiedykes",Apartment,Entire home/apt,10,2,5,5,250,NA
Edinburgh City Apartment,Dalry and Fountainbridge,Apartment,Entire home/apt,6,1,2,4,500,100
King /Twim beds private room share,East Craigs South,House,Private room,2,1,1,2,40,NA
Al's,Balgreen and Roseburn,Bungalow,Private room,2,1,1,1,36,97
Traditional Edinburgh flat.,Polwarth,Apartment,Entire home/apt,2,1,1,1,120,NA
Gorgeous traditional tenement flat in west end,Gorgie West,Apartment,Entire home/apt,4,1,2,2,52,92
The snug,Morningside,Apartment,Private room,2,1,1,1,45,100
Quiet Gem of a Flat in the heart of FESTIVAL Land,Meadows and Southside,Apartment,Entire home/apt,4,1,2,2,101,100
Single bedroom great apartment 10mn from center,Shandon,Apartment,Private room,1,1,1,1,34,NA
The Heart of Leith,South Leith,Apartment,Private room,2,1.5,1,1,95,NA
Bright and comfortable room,Great Junction Street,House,Private room,2,1.5,1,1,40,NA
Edinburgh Fringe Festival - Double Room Available,Broughton North and Powderhall,Apartment,Private room,2,1,1,1,70,NA
Double bedroom near beautiful Hollyrood,Meadowbank and Abbeyhill North,Apartment,Private room,4,1,1,1,45,100
Large sunny double bedroom with Arthur's seat view,Meadowbank and Abbeyhill North,Apartment,Private room,2,1,1,1,60,NA
Cosy double bedroom with a king size bed,Hyvots and Gilmerton,Apartment,Private room,2,1,1,1,30,93
Double room in ground floor apartment in Haymarket,Gorgie East,Apartment,Private room,2,1,1,1,60,NA
Croft Coorie -Chic Couples Getaway By The Castle*,Tollcross,Apartment,Entire home/apt,6,1,3,3,150,100
"Lovely flat, close to centre/Calton Hill-Britannia",Great Junction Street,Apartment,Entire home/apt,4,1,5,2,70,NA
Cosy Flat in the City Cetre/Medows Park/Holyrood,Newington and Dalkeith Road,Apartment,Entire home/apt,4,1,2,2,80,90
Nicely close to Calton Hill/Palace of Holyroodhous,Easter Road and Hawkhill Avenue,Apartment,Entire home/apt,4,1,2,2,70,93
Castleside Apartment,Tollcross,Apartment,Entire home/apt,2,1,1,1,71,100
4 Bedroom House with Garden+Parking (Near Airport),South Gyle,House,Entire home/apt,8,2.5,4,4,210,NA
"Light, airy 2 double bed flat in Leith, Edinburgh",Great Junction Street,Apartment,Entire home/apt,4,1.5,2,2,63,100
"Duplex, 1BR Apartment, Newhaven Harbour",North Leith and Newhaven,Apartment,Entire home/apt,2,1,1,1,90,90
Explore Edinburgh (E2),Colinton Mains and Firrhill,Apartment,Entire home/apt,3,1,1,2,50,96
3 double bedroom flat Gorgie Edinburgh,Gorgie West,Apartment,Entire home/apt,6,2,3,3,250,100
Beautiful City Centre Apt in Iconic Dean Village,Deans Village,Apartment,Entire home/apt,3,1,2,2,90,100
Cosy Scottish Room with Private Bathroom,Restalrig and Lochend,Apartment,Private room,2,1,1,1,65,NA
Cosy En-suite Bedroom with views of Arthur's Seat,Easter Road and Hawkhill Avenue,Apartment,Private room,2,1,1,1,65,NA
Stylish 4 bedroom flat,"Blackford, West Mains and Mayfield Road",Apartment,Entire home/apt,8,3.5,4,4,150,97
Newly refurbished & Modern 1bed Flat!,Dalry and Fountainbridge,Serviced apartment,Entire home/apt,4,1,1,2,100,100
Classic Studio - Our most popular room option. Vita Edinburgh.,Tollcross,Apartment,Entire home/apt,2,1,1,1,200,NA
En-suite Master Room in a Newly Built House,Craigmillar,House,Private room,3,1,1,2,30,97
"2 Bedroom Flat in Edinburgh Centre, near Meadows",Tollcross,Apartment,Entire home/apt,4,1,2,2,80,88
Beautifully Presented 1 Bedroom Entire Home,Meadowbank and Abbeyhill North,Apartment,Entire home/apt,2,1,1,1,70,NA
Modern & bright 1 bed for 4 close to city centre!,Meadows and Southside,Apartment,Entire home/apt,4,1,1,2,1000,93
Braid Apartments 2 Bedroom/ 2 Bathroom,New Town West,Apartment,Entire home/apt,4,2,2,3,1000,NA
Spacious apartment in the city centre - Sleeps Two,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,2,1,1,1,85,96
"Braid Apartments, 1 Bedroom",New Town West,Apartment,Entire home/apt,2,1,1,1,1000,NA
Bright 2 Bedrooms Flat close to Edinburgh Centre,Easter Road and Hawkhill Avenue,Apartment,Entire home/apt,4,1,2,2,100,88
Double En suite room- Murano Campus Accommodation,Leith (Albert Street),Apartment,Private room,2,1,1,1,9999,94
4 Bedroom Apartment- Murano Campus Accommodation,Leith (Albert Street),Apartment,Entire home/apt,8,4,4,4,9999,70
5 Bedroom Apartment- Murano Campus Accommodation,Leith (Albert Street),Apartment,Entire home/apt,10,5,5,5,9999,NA
Studio Apartment- Murano Campus Accommodation,Leith (Albert Street),Apartment,Entire home/apt,2,1,0,1,9999,84
Double Ensuite Room-Shrubhill Campus Accommodation,Pilrig,Apartment,Private room,2,1,1,1,9999,85
5 Bedroom Apartment-Shrubhill Campus Accommodation,Pilrig,Apartment,Entire home/apt,10,5,5,5,9999,NA
Studio Apartment- Shrubhill Campus Accommodation,Pilrig,Apartment,Entire home/apt,2,1,0,1,9999,100
Cozy Nordic design,Slateford and Chesser,Apartment,Private room,2,1,1,1,53,100
Tranquil townhouse off the bustling Grassmarket,Tollcross,Townhouse,Entire home/apt,6,1,2,3,120,90
Double En Suite Room- Cowgate Campus Accommodation,"Old Town, Princes Street and Leith Street",Apartment,Private room,2,1,1,1,9999,NA
4 Bedroom Apartment- Cowgate Campus Accommodation,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,8,4,4,4,9999,NA
Studio Apartment- Cowgate Campus Accommodation,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,2,1,0,1,9999,NA
Penthouse Studio- Cowgate Campus Accommodation,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,2,1,0,1,9999,80
Beautiful & Modern 2bed Flat w Gorgeous Views!,"Canongate, Southside and Dumbiedykes",Apartment,Entire home/apt,4,2,2,3,75,93
Cosy 2 Bedroom Flat Set By The Beautiful Meadows!,Tollcross,Apartment,Entire home/apt,4,1,2,2,86,98
Groovy Grassmarket Gaff,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,4,1,2,2,90,NA
Modern flat near city centre,Hillside and Calton Hill,Apartment,Entire home/apt,2,1,1,1,100,NA
"Braid Apartments, Studio",New Town West,Apartment,Entire home/apt,2,1,1,1,1000,NA
Stylish and attractive studio bdrm in central flat,Meadows and Southside,Apartment,Private room,2,1,0,1,115,100
Bellevue house,Broughton South,House,Private room,2,1,0,1,44,100
Fabulous 2 bedroom flat in trendy Stockbridge,Stockbridge,Apartment,Entire home/apt,4,1.5,2,2,129,93
Talla Edinburgh Apartment,Liberton West and Braid Hills,Apartment,Entire home/apt,2,1,1,1,69,100
Stylish and spacious studio bdrm in central flat,Newington and Dalkeith Road,Apartment,Private room,2,1,0,1,115,80
Stylish and chic triple studio rm in central flat,Newington and Dalkeith Road,Apartment,Private room,3,1,0,2,120,83
Stylish and bright studio bedroom in central flat,Newington and Dalkeith Road,Apartment,Private room,2,1,0,1,115,100
"Stylish apt, just renovated, great for Festival",Dalry and Fountainbridge,Apartment,Entire home/apt,4,1,1,1,86,100
Central & deluxe renovated flat West End Edinburgh,Deans Village,Apartment,Entire home/apt,2,1,1,1,75,100
**** New *****Vibrant Two Bedroom City Centre Flat,Deans Village,Apartment,Entire home/apt,6,1,2,2,90,95
Rose Street Apartment,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,3,1,2,2,135,NA
Cosy and bright double bedroom in Easter Road,Easter Road and Hawkhill Avenue,Apartment,Private room,2,1.5,1,1,40,94
Spacious & modern two bed ground floor apartment!,New Town East and Gayfield,Apartment,Entire home/apt,6,1,2,3,1000,99
Peaceful 2 Bed in Victorian Semi Overlooking Park,Trinity,Apartment,Private room,2,1,1,2,55,NA
Gold Flat (Double bed),Slateford and Chesser,Apartment,Entire home/apt,2,1,1,1,100,NA
Modern and Spacious 4 Bed Central Apartment (1),Dalry and Fountainbridge,Apartment,Entire home/apt,8,1.5,4,4,1000,100
Modern and Spacious 4 Bed Central Apartment (2),Dalry and Fountainbridge,Apartment,Entire home/apt,8,1.5,4,4,1000,NA
Modern and Spacious 4 Bed Central Apartment (3),Dalry and Fountainbridge,Apartment,Entire home/apt,8,1.5,4,4,1000,40
Modern and Spacious 4 Bed Central Apartment (4),Dalry and Fountainbridge,Apartment,Entire home/apt,8,1.5,4,4,1000,NA
Modern and Spacious 4 Bed Central Apartment (5),Dalry and Fountainbridge,Apartment,Entire home/apt,8,1.5,4,4,1000,60
Modern and Spacious 4 Bed Central Apartment (6),Dalry and Fountainbridge,Apartment,Entire home/apt,8,1.5,4,4,1000,80
Stylish double bedroom - city centre FREE BICYCLES,New Town East and Gayfield,Apartment,Private room,2,1,1,1,55,97
Charming & Homely flat in the heart of Morningside,Merchiston and Greenhill,Apartment,Entire home/apt,5,1,2,3,75,96
Beautiful room in a great location!,Newington and Dalkeith Road,Apartment,Private room,2,1,1,1,41,NA
Spacious penthouse close to The Zoo/Murrayfield,Corstorphine,Apartment,Entire home/apt,6,2,3,3,87,100
Famous leith colonies 5min from Edin city centre,Leith (Hermitage and Prospect Bank),House,Private room,2,1,1,2,75,NA
Quirky home with high ceilings and natural light,Hillside and Calton Hill,Apartment,Private room,2,1,1,1,70,100
Heart of Edinburgh! Central Apartment 4 mins from Princes Street,Deans Village,Apartment,Entire home/apt,2,1,1,1,65,90
Spacious Three Bedroom Home Close to City Centre,Marchmont East and Sciennes,Apartment,Entire home/apt,6,2,3,3,95,96
Stunning Spacious 2BR apartment in Leith,The Shore and Constitution Street,Apartment,Entire home/apt,4,1,2,2,1000,NA
Gorgeous Traditional Georgian Scottish Flat,Comely Bank,Apartment,Entire home/apt,4,1,2,2,80,98
"Cosy 2BR Home, 5 minutes from Edinburgh Waverley!","Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,4,1,2,2,81,89
Modern and Spacious 4 Bed Central Apartment (7),Dalry and Fountainbridge,Apartment,Entire home/apt,8,1.5,4,4,1000,NA
Beautiful Cottage in the City - sleeps 6,Deans Village,Cottage,Entire home/apt,6,2,3,3,181,97
Spacious and comfortable central accommodation,Meadows and Southside,Apartment,Private room,2,1,1,2,49,NA
Luxury spacious 2 bedroom flat at the city centre,Deans Village,Apartment,Entire home/apt,4,1,2,2,100,100
Historic Georgian Apartment in Prestigious Westend,Deans Village,Apartment,Entire home/apt,4,2,2,2,80,100
"Large Dob. Room. West Bow, Old Town, Edinburgh","Old Town, Princes Street and Leith Street",Apartment,Private room,2,1,1,1,55,80
Large 2 Bedroom Flat Edinburgh City Centre,Tollcross,Serviced apartment,Entire home/apt,4,2,2,2,120,92
Strathearn Road,Morningside,Apartment,Entire home/apt,4,1,2,2,527,NA
ROOM IN SHARED FLAT,Boswall and Pilton,Apartment,Private room,2,1,1,1,40,60
4 Bedroom House with Garden/Parking(Near Airport),South Gyle,House,Entire home/apt,8,2.5,4,4,110,100
Modern and Spacious 4 Bed Central Apartment (8),Dalry and Fountainbridge,Apartment,Entire home/apt,8,1.5,4,4,1000,NA
ELS Apartment,New Town East and Gayfield,Apartment,Entire home/apt,6,1.5,2,2,135,100
Modern and Spacious 4 Bed Central Apartment (9),Dalry and Fountainbridge,Apartment,Entire home/apt,8,1.5,4,4,1000,100
Modern and Spacious 4 Bed Central Apartment (10),Dalry and Fountainbridge,Apartment,Entire home/apt,8,1.5,4,4,1000,80
New town 1 bedroom Rodney Apartment,Canonmills and New Town North,Apartment,Entire home/apt,4,1,1,2,90,NA
Double room Leith,Western Harbour and Leith Docks,Apartment,Private room,2,1,1,1,30,97
"Double room- en suite shower, convenient location",Prestonfield,Apartment,Private room,2,1,1,1,50,NA
Lovely Flat on Edinburgh's Historic Royal Mile,"Canongate, Southside and Dumbiedykes",Apartment,Private room,2,1.5,1,1,80,100
Spacious double bedroom in city centre flat,Meadows and Southside,Apartment,Private room,2,1,1,1,41,87
Central en-suite double - perfect for the Fringe!,Hillside and Calton Hill,Boutique hotel,Private room,2,1,1,1,45,90
Vita Edinburgh - The access studio - A large studio apartment in Fountainbridge.,Tollcross,Apartment,Entire home/apt,2,1,1,1,200,100
"Vita Edinburgh - Modern, comfortable self-contained waterfront studio rooms",Tollcross,Apartment,Entire home/apt,2,1,1,1,200,NA
Vita Edinburgh - Premium studios - with breakfast bar or dining area.,Tollcross,Apartment,Entire home/apt,2,1,1,1,200,100
B83 Grove Street Apartments,Dalry and Fountainbridge,Apartment,Entire home/apt,4,1,2,2,160,97
Double Bedroom w/ Breakfast - Direct from Airport,Granton West and Salvesen,House,Private room,2,1.5,1,1,35,NA
Edinburgh Cables Apartment,Great Junction Street,Apartment,Entire home/apt,12,2,3,7,225,73
Modern 1 bedroom Flat (25 min from city centre),South Gyle,Apartment,Entire home/apt,4,1,1,1,90,100
【Super Central Flat】【Modern and Cozy】【Haymarket】,Gorgie East,Apartment,Entire home/apt,8,1.5,3,3,320,96
Spacious single room in central Edinburgh,Meadows and Southside,Apartment,Private room,1,1,1,1,49,90
Cosy flat in desirable area. Central to festival,Stockbridge,Apartment,Entire home/apt,2,1,1,1,100,NA
"Comfortable, spacious, central 2 bedroom flat",Gorgie West,Apartment,Entire home/apt,4,1,2,2,70,NA
Cosy Apartment next to the Meadows,Marchmont East and Sciennes,Apartment,Private room,1,1.5,1,1,40,98
Charming Centre/Royal Mile/Fringe/Castle Flat,Tollcross,Apartment,Entire home/apt,4,1,2,2,89,91
Modern and Spacious 4 Bed Central Apartment (11),Dalry and Fountainbridge,Apartment,Entire home/apt,8,1.5,4,4,1000,NA
Modern and Spacious 4 Bed Central Apartment (12),Dalry and Fountainbridge,Apartment,Entire home/apt,8,1.5,4,4,1000,NA
"Traditional, bright and spacious Victorian flat M",Stockbridge,Apartment,Entire home/apt,4,1,2,2,130,90
Modern and Spacious 4 Bed Central Apartment (13),Dalry and Fountainbridge,Apartment,Entire home/apt,8,1.5,4,4,1000,NA
Modern and Spacious 4 Bed Central Apartment (14),Dalry and Fountainbridge,Apartment,Entire home/apt,8,1.5,4,4,1000,100
Modern and Spacious 4 Bed Central Apartment (17),Dalry and Fountainbridge,Apartment,Entire home/apt,8,1.5,4,4,1000,NA
Two bedroom flat close to the city centre,Pilrig,Apartment,Entire home/apt,3,1,2,2,70,93
Modern and Spacious 4 Bed Central Apartment (20),Dalry and Fountainbridge,Apartment,Entire home/apt,8,1.5,4,4,1000,NA
Large double room in city centre flat,Meadows and Southside,Apartment,Private room,1,1,1,1,30,100
Modern and Spacious 4 Bed Central Apartment (21),Dalry and Fountainbridge,Apartment,Entire home/apt,8,1.5,4,4,1000,NA
"Large single room, shared flat v nr city centre",Northfield and Piershill,Apartment,Private room,1,1,1,1,25,NA
Modern and Spacious 4 Bed Central Apartment (22),Dalry and Fountainbridge,Apartment,Entire home/apt,8,1.5,4,4,1000,NA
Quirky two bed apartment for 6 in the city center!,New Town East and Gayfield,Apartment,Entire home/apt,6,1,2,3,1000,94
Room in Central Edinburgh flat (Stockbridge),Comely Bank,Apartment,Private room,2,1,1,1,45,100
Charming City Center Bedroom in Old Town,"Old Town, Princes Street and Leith Street",Apartment,Private room,3,1.5,2,2,66,93
Clear and quite double room near Haymarket,Dalry and Fountainbridge,Apartment,Private room,2,1,1,1,32,93
Cosy and quiet room next to Holyrood Palace,Abbeyhill,Apartment,Private room,2,1,1,1,30,100
Cosy bedsit next to Holyrood Palace,Abbeyhill,Apartment,Private room,2,1,1,1,35,NA
Traditional tenement 1 bedroom flat home from home,South Leith,Apartment,Entire home/apt,2,1,1,1,66,100
2BR converted flat ROSE STREET,Deans Village,Apartment,Entire home/apt,4,1,2,2,1000,NA
Clean One Bedroom in the Quiet Neighbourhood,Liberton East,House,Private room,1,1,1,1,50,100
Stylish Traditional Main Door Garden Apartment,Comely Bank,Apartment,Entire home/apt,4,1,2,2,95,100
Cosy and bright bedroom in the top of Leith walk,Leith (Albert Street),Apartment,Private room,2,1,1,1,50,93
Lovely Edinburgh Home - Craighouse Gardens,Craiglockhart,Apartment,Entire home/apt,2,1,1,1,50,100
International Conference Centre and Haymarket,Tollcross,Apartment,Entire home/apt,4,1,1,3,85,100
"Bright, Large and Comfy 1 Bedroom Flat",Slateford and Chesser,Apartment,Entire home/apt,2,1,1,1,52,100
Bright Central Edinburgh Apartment,Polwarth,Apartment,Entire home/apt,4,1,1,2,75,100
ROOM 1,Pilrig,Apartment,Private room,2,1,1,1,35,91
Spacious 2 bedroom City Centre Flat,Hillside and Calton Hill,Apartment,Entire home/apt,6,1,2,2,108,99
"Cosy double bedroom, 20 mins by bus to city centre",Liberton East,House,Private room,2,1,1,1,45,100
"2 rooms available, various dates. Please ask!","Gracemount, Southhouse and Burdiehouse",House,Private room,5,1.5,2,5,29,80
Homely Flat. Best location for Edinburgh Festival!,The Grange,Apartment,Entire home/apt,4,2,2,2,200,NA
Spacious three bedroom apartment,Gorgie West,Apartment,Entire home/apt,6,2,3,3,100,NA
Quiet Flat Close To Scottish Parliament,Meadowbank and Abbeyhill North,Apartment,Entire home/apt,2,1,1,1,55,97
"2 Bedroom Apartment, for longer stays",Western Harbour and Leith Docks,Serviced apartment,Entire home/apt,4,2,2,4,250,85
Large airy 4BR house near Arthurs Seat,The Grange,House,Entire home/apt,6,1.5,4,4,1000,100
West End Mews Cottage 1,Comely Bank,Cottage,Private room,2,1,1,1,70,100
Edinburgh city centre apartment room,New Town East and Gayfield,Apartment,Private room,2,1,1,1,45,100
"Large, comfortable 3 bed apartment, Edinburgh.",Merchiston and Greenhill,Apartment,Entire home/apt,6,2,3,5,90,100
Cosy flat Stockbridge Edinburgh 10min walk to town,Stockbridge,Apartment,Entire home/apt,4,1,1,2,120,98
"Central, clean, comfy 2 bed flat, with parking",Meadows and Southside,Apartment,Entire home/apt,4,1,2,3,85,100
Cosy Small Double Bed in City Centre Apartment,New Town East and Gayfield,Apartment,Private room,2,1,1,1,35,99
Comfortable room in a convenient place,Clermiston and Drumbrae,Apartment,Private room,2,1,1,1,45,NA
The Studio at The Shore - Perfect place for 2,Great Junction Street,Apartment,Entire home/apt,2,1,0,1,40,89
West End Mews Cottage 2,Deans Village,Cottage,Private room,2,1,1,2,70,100
Gilmore Place- Festival Flat,Bruntsfield,Apartment,Entire home/apt,1,1,1,1,120,NA
"Cosy, one bedroom flat near The Shore, Leith",Great Junction Street,Apartment,Entire home/apt,2,1,1,1,30,70
Lovely Modern 2 Bedroom Apartment w/ Parking,Meadowbank and Abbeyhill North,Apartment,Entire home/apt,4,1.5,2,2,70,95
Nest Away Home,Granton West and Salvesen,Apartment,Entire home/apt,4,1.5,2,2,75,82
Stylish flat near Murrayfield Stadium and ZOO,Stenhouse and Saughton Mains,Apartment,Entire home/apt,4,1,1,2,57,100
Spacious 1-bed home in Bruntsfield,Bruntsfield,Apartment,Entire home/apt,2,1,1,1,55,93
2 Bed 2 Bath Apt w Free Parking Space/Elevator,Broughton South,Apartment,Entire home/apt,4,2,2,2,174,NA
Classic Studio - Our most popular room option. Vita Edinburgh.,Tollcross,Apartment,Entire home/apt,2,1,1,1,200,100
Fantastic Bright Meadows Tenement Flat,Marchmont East and Sciennes,Apartment,Entire home/apt,4,1,2,2,130,100
Ground Floor Apartment near Airport & Murrayfield,Corstorphine,Apartment,Entire home/apt,4,1,2,2,83,NA
